"order_item_id","return"
100001,1
100002,0
100003,0
100004,0
100005,0
100006,1
100007,0
100008,1
100009,1
100010,0
100011,0
100012,0
100013,1
100014,0
100015,1
100016,0
100017,1
100018,1
100019,1
100020,1
100021,0
100022,0
100023,1
100024,0
100025,1
100026,0
100027,1
100028,0
100029,0
100030,0
100031,0
100032,1
100033,0
100034,0
100035,0
100036,0
100037,0
100038,0
100039,0
100040,0
100041,1
100042,0
100043,1
100044,1
100045,1
100046,1
100047,0
100048,0
100049,0
100050,1
100051,0
100052,0
100053,0
100054,0
100055,0
100056,0
100057,1
100058,1
100059,0
100060,0
100061,1
100062,1
100063,0
100064,0
100065,1
100066,1
100067,0
100068,0
100069,0
100070,0
100071,1
100072,0
100073,1
100074,0
100075,0
100076,0
100077,0
100078,1
100079,1
100080,1
100081,1
100082,1
100083,1
100084,0
100085,0
100086,0
100087,1
100088,0
100089,0
100090,1
100091,0
100092,0
100093,1
100094,0
100095,1
100096,0
100097,0
100098,0
100099,0
100100,0
100101,1
100102,0
100103,0
100104,1
100105,1
100106,0
100107,1
100108,0
100109,0
100110,0
100111,1
100112,1
100113,0
100114,1
100115,0
100116,1
100117,0
100118,0
100119,0
100120,1
100121,0
100122,0
100123,1
100124,0
100125,1
100126,0
100127,0
100128,0
100129,1
100130,1
100131,0
100132,1
100133,0
100134,0
100135,1
100136,0
100137,1
100138,1
100139,0
100140,0
100141,0
100142,0
100143,0
100144,0
100145,0
100146,1
100147,1
100148,1
100149,0
100150,0
100151,0
100152,0
100153,0
100154,0
100155,0
100156,0
100157,0
100158,0
100159,1
100160,0
100161,0
100162,0
100163,0
100164,0
100165,1
100166,1
100167,0
100168,1
100169,1
100170,1
100171,1
100172,1
100173,0
100174,0
100175,0
100176,0
100177,1
100178,0
100179,0
100180,0
100181,0
100182,1
100183,1
100184,0
100185,0
100186,0
100187,1
100188,0
100189,0
100190,1
100191,1
100192,0
100193,0
100194,1
100195,0
100196,0
100197,1
100198,1
100199,0
100200,0
100201,1
100202,0
100203,0
100204,0
100205,1
100206,1
100207,0
100208,0
100209,1
100210,0
100211,0
100212,1
100213,1
100214,1
100215,1
100216,0
100217,0
100218,0
100219,1
100220,1
100221,1
100222,0
100223,0
100224,1
100225,0
100226,0
100227,0
100228,1
100229,1
100230,0
100231,0
100232,1
100233,0
100234,0
100235,0
100236,0
100237,0
100238,1
100239,0
100240,0
100241,0
100242,1
100243,0
100244,0
100245,0
100246,1
100247,0
100248,1
100249,1
100250,1
100251,0
100252,1
100253,1
100254,1
100255,0
100256,1
100257,0
100258,1
100259,0
100260,0
100261,0
100262,0
100263,0
100264,0
100265,0
100266,1
100267,0
100268,0
100269,0
100270,0
100271,1
100272,0
100273,1
100274,0
100275,1
100276,0
100277,0
100278,0
100279,1
100280,1
100281,0
100282,1
100283,1
100284,0
100285,1
100286,0
100287,0
100288,1
100289,0
100290,1
100291,0
100292,0
100293,1
100294,1
100295,0
100296,1
100297,0
100298,1
100299,0
100300,1
100301,0
100302,1
100303,0
100304,0
100305,0
100306,0
100307,0
100308,0
100309,0
100310,0
100311,0
100312,0
100313,0
100314,1
100315,1
100316,0
100317,1
100318,1
100319,1
100320,0
100321,0
100322,1
100323,0
100324,0
100325,0
100326,1
100327,1
100328,1
100329,0
100330,1
100331,0
100332,0
100333,1
100334,1
100335,1
100336,0
100337,1
100338,1
100339,0
100340,1
100341,0
100342,1
100343,1
100344,0
100345,1
100346,0
100347,0
100348,0
100349,0
100350,0
100351,0
100352,1
100353,0
100354,0
100355,0
100356,0
100357,1
100358,1
100359,0
100360,0
100361,1
100362,1
100363,1
100364,0
100365,1
100366,1
100367,0
100368,0
100369,0
100370,0
100371,1
100372,0
100373,0
100374,1
100375,1
100376,0
100377,0
100378,1
100379,0
100380,0
100381,0
100382,0
100383,0
100384,1
100385,0
100386,0
100387,0
100388,1
100389,0
100390,1
100391,0
100392,0
100393,1
100394,0
100395,1
100396,0
100397,0
100398,0
100399,1
100400,1
100401,0
100402,0
100403,0
100404,1
100405,0
100406,0
100407,0
100408,1
100409,0
100410,1
100411,0
100412,0
100413,0
100414,0
100415,1
100416,0
100417,1
100418,1
100419,0
100420,0
100421,1
100422,1
100423,1
100424,0
100425,1
100426,0
100427,1
100428,1
100429,1
100430,1
100431,0
100432,0
100433,0
100434,0
100435,1
100436,0
100437,1
100438,0
100439,1
100440,1
100441,0
100442,0
100443,0
100444,1
100445,0
100446,1
100447,0
100448,1
100449,0
100450,0
100451,1
100452,0
100453,0
100454,0
100455,0
100456,1
100457,0
100458,1
100459,0
100460,1
100461,1
100462,0
100463,1
100464,1
100465,0
100466,1
100467,0
100468,0
100469,0
100470,0
100471,1
100472,0
100473,1
100474,0
100475,1
100476,0
100477,0
100478,0
100479,0
100480,1
100481,0
100482,0
100483,0
100484,0
100485,0
100486,0
100487,0
100488,0
100489,0
100490,0
100491,0
100492,0
100493,0
100494,0
100495,0
100496,0
100497,1
100498,1
100499,1
100500,1
100501,0
100502,1
100503,0
100504,0
100505,0
100506,0
100507,1
100508,0
100509,0
100510,0
100511,1
100512,0
100513,0
100514,1
100515,1
100516,0
100517,0
100518,1
100519,0
100520,1
100521,0
100522,1
100523,0
100524,0
100525,0
100526,0
100527,0
100528,0
100529,1
100530,0
100531,0
100532,0
100533,1
100534,0
100535,0
100536,0
100537,1
100538,1
100539,0
100540,0
100541,1
100542,0
100543,0
100544,0
100545,0
100546,0
100547,1
100548,1
100549,0
100550,0
100551,1
100552,0
100553,0
100554,1
100555,1
100556,1
100557,1
100558,0
100559,1
100560,1
100561,0
100562,0
100563,0
100564,0
100565,1
100566,1
100567,0
100568,1
100569,0
100570,0
100571,0
100572,0
100573,1
100574,1
100575,0
100576,0
100577,0
100578,1
100579,0
100580,0
100581,0
100582,0
100583,0
100584,1
100585,1
100586,0
